"Dstat 0.7.1svn CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vise",,,,"User:","barzan"
"Cmdline:","dstat --noupdate -T -t -l -f -c -m -n -d -r --aio -s -g --vm --fs -i -y -p --disk-util --mysql5-all1 --mysql-ndb --client-events --output ./log_exp_1.csv 1",,,,"Date:","13 Jul 2011 20:25:13 EST"

"epoch","system","load avg",,,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"cpu2 usage",,,,,,"cpu3 usage",,,,,,"cpu4 usage",,,,,,"cpu5 usage",,,,,,"cpu6 usage",,,,,,"cpu7 usage",,,,,,"cpu8 usage",,,,,,"cpu9 usage",,,,,,"cpu10 usage",,,,,,"cpu11 usage",,,,,,"cpu12 usage",,,,,,"cpu13 usage",,,,,,"cpu14 usage",,,,,,"cpu15 usage",,,,,,"memory usage",,,,"net/eth0",,"net/eth1",,"net/eth2",,"net/eth3",,"dsk/sda",,"io/sda",,"async","swap",,"paging",,"virtual memory",,,,"filesystem",,"interrupts",,,,,,,,,,,,,,,,,,,,"system",,"procs",,,"sda","mysql5 on 127.0.0.1 3400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mysql-ndb on 127.0.0.1 3400",,,,,,,,,,,"events"
"epoch","date/time","1m","5m","15m","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","recv","send","recv","send","recv","send","read","writ","read","writ","#aio","used","free","in","out","majpf","minpf","alloc","free","files","inodes","19","21","23","33","79","80","81","82","83","84","85","86","88","89","90","91","92","93","94","95","int","csw","run","blk","new","util","Aborted_clients","Aborted_connects","Binlog_cache_disk_use","Binlog_cache_use","Bytes_received","Bytes_sent","Com_admin_commands","Com_assign_to_keycache","Com_alter_db","Com_alter_db_upgrade","Com_alter_event","Com_alter_function","Com_alter_procedure","Com_alter_server","Com_alter_table","Com_alter_tablespace","Com_analyze","Com_backup_table","Com_begin","Com_binlog","Com_call_procedure","Com_change_db","Com_change_master","Com_check","Com_checksum","Com_commit","Com_create_db","Com_create_event","Com_create_function","Com_create_index","Com_create_procedure","Com_create_server","Com_create_table","Com_create_trigger","Com_create_udf","Com_create_user","Com_create_view","Com_dealloc_sql","Com_delete","Com_delete_multi","Com_do","Com_drop_db","Com_drop_event","Com_drop_function","Com_drop_index","Com_drop_procedure","Com_drop_server","Com_drop_table","Com_drop_trigger","Com_drop_user","Com_drop_view","Com_empty_query","Com_execute_sql","Com_flush","Com_grant","Com_ha_close","Com_ha_open","Com_ha_read","Com_help","Com_insert","Com_insert_select","Com_install_plugin","Com_kill","Com_load","Com_load_master_data","Com_load_master_table","Com_lock_tables","Com_optimize","Com_preload_keys","Com_prepare_sql","Com_purge","Com_purge_before_date","Com_release_savepoint","Com_rename_table","Com_rename_user","Com_repair","Com_replace","Com_replace_select","Com_reset","Com_restore_table","Com_revoke","Com_revoke_all","Com_rollback","Com_rollback_to_savepoint","Com_savepoint","Com_select","Com_set_option","Com_show_authors","Com_show_binlog_events","Com_show_binlogs","Com_show_charsets","Com_show_collations","Com_show_column_types","Com_show_contributors","Com_show_create_db","Com_show_create_event","Com_show_create_func","Com_show_create_proc","Com_show_create_table","Com_show_create_trigger","Com_show_databases","Com_show_engine_logs","Com_show_engine_mutex","Com_show_engine_status","Com_show_events","Com_show_errors","Com_show_fields","Com_show_function_status","Com_show_grants","Com_show_keys","Com_show_master_status","Com_show_new_master","Com_show_open_tables","Com_show_plugins","Com_show_privileges","Com_show_procedure_status","Com_show_processlist","Com_show_profile","Com_show_profiles","Com_show_slave_hosts","Com_show_slave_status","Com_show_status","Com_show_storage_engines","Com_show_table_status","Com_show_tables","Com_show_triggers","Com_show_variables","Com_show_warnings","Com_slave_start","Com_slave_stop","Com_stmt_close","Com_stmt_execute","Com_stmt_fetch","Com_stmt_prepare","Com_stmt_reprepare","Com_stmt_reset","Com_stmt_send_long_data","Com_truncate","Com_uninstall_plugin","Com_unlock_tables","Com_update","Com_update_multi","Com_xa_commit","Com_xa_end","Com_xa_prepare","Com_xa_recover","Com_xa_rollback","Com_xa_start","CompressionOFF","Connections","Created_tmp_disk_tables","Created_tmp_files","Created_tmp_tables","Delayed_errors","Delayed_insert_threads","Delayed_writes","Flush_commands","Handler_commit","Handler_delete","Handler_discover","Handler_prepare","Handler_read_first","Handler_read_key","Handler_read_next","Handler_read_prev","Handler_read_rnd","Handler_read_rnd_next","Handler_rollback","Handler_savepoint","Handler_savepoint_rollback","Handler_update","Handler_write","Innodb_buffer_pool_pages_data","Innodb_buffer_pool_pages_dirty","Innodb_buffer_pool_pages_flushed","Innodb_buffer_pool_pages_free","Innodb_buffer_pool_pages_misc","Innodb_buffer_pool_pages_total","Innodb_buffer_pool_read_ahead_rnd","Innodb_buffer_pool_read_ahead_seq","Innodb_buffer_pool_read_requests","Innodb_buffer_pool_reads","Innodb_buffer_pool_wait_free","Innodb_buffer_pool_write_requests","Innodb_data_fsyncs","Innodb_data_pending_fsyncs","Innodb_data_pending_reads","Innodb_data_pending_writes","Innodb_data_read","Innodb_data_reads","Innodb_data_writes","Innodb_data_written","Innodb_dblwr_pages_written","Innodb_dblwr_writes","Innodb_have_atomic_builtinsON","Innodb_log_waits","Innodb_log_write_requests","Innodb_log_writes","Innodb_os_log_fsyncs","Innodb_os_log_pending_fsyncs","Innodb_os_log_pending_writes","Innodb_os_log_written","Innodb_page_size","Innodb_pages_created","Innodb_pages_read","Innodb_pages_written","Innodb_row_lock_current_waits","Innodb_row_lock_time","Innodb_row_lock_time_avg","Innodb_row_lock_time_max","Innodb_row_lock_waits","Innodb_rows_deleted","Innodb_rows_inserted","Innodb_rows_read","Innodb_rows_updated","Key_blocks_not_flushed","Key_blocks_unused","Key_blocks_used","Key_read_requests","Key_reads","Key_write_requests","Key_writes","Last_query_cost.","Max_used_connections","Not_flushed_delayed_rows","Open_files","Open_streams","Open_table_definitions","Open_tables","Opened_files","Opened_table_definitions","Opened_tables","Prepared_stmt_count","Qcache_free_blocks","Qcache_free_memory","Qcache_hits","Qcache_inserts","Qcache_lowmem_prunes","Qcache_not_cached","Qcache_queries_in_cache","Qcache_total_blocks","Queries","Questions","Rpl_statusNULL","Select_full_join","Select_full_range_join","Select_range","Select_range_check","Select_scan","Slave_open_temp_tables","Slave_retried_transactions","Slave_runningOFF","Slow_launch_threads","Slow_queries","Sort_merge_passes","Sort_range","Sort_rows","Sort_scan","Ssl_accept_renegotiates","Ssl_accepts","Ssl_callback_cache_hits","Ssl_cipher","Ssl_cipher_list","Ssl_client_connects","Ssl_connect_renegotiates","Ssl_ctx_verify_depth","Ssl_ctx_verify_mode","Ssl_default_timeout","Ssl_finished_accepts","Ssl_finished_connects","Ssl_session_cache_hits","Ssl_session_cache_misses","Ssl_session_cache_modeNONE","Ssl_session_cache_overflows","Ssl_session_cache_size","Ssl_session_cache_timeouts","Ssl_sessions_reused","Ssl_used_session_cache_entries","Ssl_verify_depth","Ssl_verify_mode","Ssl_version","Table_locks_immediate","Table_locks_waited","Tc_log_max_pages_used","Tc_log_page_size","Tc_log_page_waits","Threads_cached","Threads_connected","Threads_created","Threads_running","Uptime","Uptime_since_flush_status","Data memory","Index memory","REDO","ndbnodecount","DATA_MEMORY","DISK_OPERATIONS","DISK_RECORDS","FILE_BUFFERS","JOBBUFFER","RESERVED","TRANSPORT_BUFFERS","client0"
1310603113.118,2011-07-13 20:25:13,4.260,4.160,3.080,2.436,0.420,93.302,3.332,0.002,0.508,2.507,0.741,94.861,1.833,0.0,0.057,1.585,0.205,98.056,0.126,0.0,0.029,1.499,0.274,98.111,0.078,0.0,0.038,1.145,0.146,98.621,0.071,0.0,0.017,1.134,0.195,98.604,0.038,0.0,0.029,0.986,0.100,98.862,0.038,0.0,0.014,1.035,0.142,98.778,0.017,0.0,0.028,1.816,0.345,96.875,0.935,0.0,0.029,1.363,0.186,98.084,0.355,0.0,0.011,1.134,0.124,98.703,0.028,0.0,0.011,1.059,0.112,98.808,0.011,0.0,0.010,0.951,0.103,98.921,0.014,0.0,0.010,0.894,0.132,98.958,0.007,0.0,0.009,1.396,0.074,98.509,0.012,0.0,0.010,0.962,0.088,98.937,0.005,0.0,0.008,6378409984.0,317878272.0,18249371648.0,375226368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888564.004,1876681.817,21.794,50.763,420.0,107053056.0,74086641664.0,35425.164,46335.316,1.367,1009.882,1226.109,1226.115,1408.0,34312.0,0.000,0.000,0.000,49.808,32.346,76.524,77.817,103.984,81.831,76.386,76.373,138.207,12.410,16.963,10.044,16.760,14.023,11.962,20.850,12.929,1160.741,1850.426,0.000,0.000,2.526,6.470,0.000,0.0,0.0,0.0,1005.508,2054.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.537,0.000,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,3.551,0.000,0.0,0.0,0.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.0,0.0,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.0,0.019,0.0,0.0,0.0,0.0,7.573,0.123,0.0,0.0,0.000,22.463,9.594,0.0,0.009,5.931,0.057,0.0,0.0,9.054,8.267,0.019,0.009,0.146,0.017,0.001,0.037,0.0,0.0,94.664,0.006,0.0,27.682,0.234,0.0,0.0,0.0,173.551,0.011,0.307,3786.524,0.073,0.001,0.0,0.000,2.585,0.232,0.232,0.0,0.0,1388.108,0.001,0.008,0.011,0.073,0.000,20.163,0.000,0.004,0.157,0.123,8.244,22.685,3.161,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.630,7.630,0.0,0.0,0.0,0.018,0.0,0.000,0.0,0.0,0.0,0.0,0.000,0.0,0.0,0.019,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.384,0.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.004,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ok
1310603114.119,2011-07-13 20:25:14,4.260,4.160,3.080,68.0,8.0,0.0,0.0,0.0,24.0,88.660,5.155,5.155,0.0,0.0,1.031,86.735,7.143,6.122,0.0,0.0,0.0,81.905,5.714,11.429,0.952,0.0,0.0,88.889,5.051,6.061,0.0,0.0,0.0,80.198,6.931,11.881,0.990,0.0,0.0,85.437,1.942,10.680,0.0,0.0,1.942,81.188,7.921,8.911,0.990,0.0,0.990,77.778,11.111,8.081,0.0,0.0,3.030,81.0,5.0,13.0,0.0,0.0,1.0,86.735,3.061,10.204,0.0,0.0,0.0,84.466,4.854,10.680,0.0,0.0,0.0,85.0,7.0,7.0,0.0,0.0,1.0,82.524,2.913,13.592,0.0,0.0,0.971,83.654,3.846,11.538,0.0,0.0,0.962,84.375,7.292,8.333,0.0,0.0,0.0,6377918464.0,317878272.0,18249506816.0,375582720.0,3167924.0,4808606.0,0.0,0.0,0.0,0.0,978.0,0.0,147456.0,8638464.0,21.0,1204.0,420.0,107053056.0,74086641664.0,0.0,0.0,0.0,137.0,1003.0,951.0,1408.0,34312.0,0.0,0.0,0.0,770.0,1371.0,4150.0,2830.0,4418.0,3369.0,3924.0,3709.0,3436.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37176.0,103551.0,33.0,0.0,0.0,12.0,647.0,0.0,0.0,0.0,14387615861.0,29403021922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,4362330.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,2155126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21989674.0,31.0,0.0,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415981.0,0.0,0.0,50806608.0,4010.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29441885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.0,0.0,0.0,265857.0,0.0,0.0,0.0,0.0,108355494.0,1758793.0,0.0,0.0,82.0,321465333.0,137331801.0,0.0,134946.0,84857330.0,815530.0,0.0,0.0,129546969.0,118275279.0,266160.0,123463.0,2094426.0,249915.0,8212.0,524287.0,0.0,0.0,1354680608.0,82454.0,0.0,396074194.0,3346178.0,0.0,0.0,0.0,2483064832.0,151431.0,4396811.0,54179194368.0,1047213.0,12056.0,0.0,12.0,36990636.0,3319571.0,3322213.0,0.0,0.0,19862202880.0,16384.0,114868.0,151292.0,1047213.0,126.0,288796918.0,128.0,51778.0,2249177.0,1758441.0,117951086.0,324676020.0,45238007.0,0.0,6698.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,42.0,400.0,527.0,186.0,1467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109177742.0,109177743.0,0.0,0.0,0.0,264192.0,0.0,1713.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,269892.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105654201.0,0.0,0.0,0.0,0.0,0.0,162.0,902.0,151.0,55114.0,55114.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ok
1310603115.119,2011-07-13 20:25:15,4.160,4.140,3.080,67.327,2.970,0.990,0.990,0.0,27.723,83.838,4.040,10.101,0.0,0.0,2.020,73.077,10.577,14.423,0.0,0.0,1.923,84.0,4.0,9.0,2.0,0.0,1.0,78.641,6.796,14.563,0.0,0.0,0.0,81.905,1.905,15.238,0.0,0.0,0.952,76.699,8.738,12.621,1.942,0.0,0.0,79.612,6.796,13.592,0.0,0.0,0.0,73.832,13.084,11.215,0.0,0.0,1.869,77.885,6.731,15.385,0.0,0.0,0.0,80.0,6.0,13.0,0.0,0.0,1.0,78.218,3.960,13.861,0.0,0.0,3.960,81.818,4.040,12.121,0.0,0.0,2.020,77.451,3.922,18.627,0.0,0.0,0.0,78.431,4.902,16.667,0.0,0.0,0.0,79.630,3.704,16.667,0.0,0.0,0.0,6378409984.0,317878272.0,18249650176.0,374947840.0,2905680.0,4334400.0,0.0,0.0,0.0,0.0,565.0,0.0,155648.0,8437760.0,20.0,1071.0,420.0,107053056.0,74086641664.0,0.0,0.0,0.0,171.0,1028.0,956.0,1408.0,34312.0,0.0,0.0,0.0,711.0,1360.0,3981.0,2795.0,3981.0,3509.0,3745.0,4087.0,3446.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36720.0,103897.0,10.0,0.0,0.0,13.0,647.0,0.0,0.0,0.0,14389498731.0,29406395960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,4363469.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,2155940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21991261.0,31.0,0.0,16.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416116.0,0.0,0.0,50814913.0,4010.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29446083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.0,0.0,0.0,266110.0,0.0,0.0,0.0,0.0,108371402.0,1759476.0,0.0,0.0,82.0,321549239.0,137402399.0,0.0,134946.0,84857639.0,815800.0,0.0,0.0,129557263.0,118277174.0,266176.0,123519.0,2094608.0,249900.0,8211.0,524287.0,0.0,0.0,1355011282.0,82460.0,0.0,396108163.0,3346624.0,0.0,0.0,0.0,2483163136.0,151437.0,4397348.0,54184864256.0,1047304.0,12057.0,0.0,12.0,36996157.0,3320015.0,3322657.0,0.0,0.0,19864890880.0,16384.0,114878.0,151298.0,1047304.0,126.0,288859817.0,128.0,51778.0,2249970.0,1759123.0,117952669.0,324801957.0,45248297.0,0.0,6698.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,42.0,400.0,527.0,186.0,1467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109193917.0,109193922.0,0.0,0.0,0.0,264444.0,0.0,1714.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,269892.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105669410.0,0.0,0.0,0.0,0.0,0.0,162.0,902.0,154.0,55115.0,55115.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,ok


"Host:","vise",,,,"User:","barzan"
"Cmdline:","dstat --noupdate -T -t -l -f -c -m -n -d -r --aio -s -g --vm --fs -i -y -p --disk-util --mysql5-all1 --mysql-ndb --client-events --output ./log_exp_1.csv 1",,,,"Date:","15 Jul 2011 14:16:09 EST"

"epoch","system","load avg",,,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"cpu2 usage",,,,,,"cpu3 usage",,,,,,"cpu4 usage",,,,,,"cpu5 usage",,,,,,"cpu6 usage",,,,,,"cpu7 usage",,,,,,"cpu8 usage",,,,,,"cpu9 usage",,,,,,"cpu10 usage",,,,,,"cpu11 usage",,,,,,"cpu12 usage",,,,,,"cpu13 usage",,,,,,"cpu14 usage",,,,,,"cpu15 usage",,,,,,"memory usage",,,,"net/eth0",,"net/eth1",,"net/eth2",,"net/eth3",,"dsk/sda",,"io/sda",,"async","swap",,"paging",,"virtual memory",,,,"filesystem",,"interrupts",,,,,,,,,,,,,,,,,,,,"system",,"procs",,,"sda","mysql5 on 127.0.0.1 3400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mysql-ndb on 127.0.0.1 3400",,,,,,,,,,,"events"
